,AVP_000_005,AVP_005_015,AVP_015_030,AVP_030_060,AVP_060_100,AVP_100_200,CLY_000_005,CLY_005_015,CLY_015_030,CLY_030_060,CLY_060_100,CLY_100_200,DER_000_999,NTO_000_005,NTO_005_015,NTO_015_030,NTO_030_060,NTO_060_100,NTO_100_200,PHW_005_015,PHW_015_030,PHW_030_060,PHW_060_100,PHW_100_200,PTO_000_005,PTO_005_015,PTO_015_030,PTO_030_060,PTO_060_100,PTO_100_200,SLT_000_005,SLT_005_015,SLT_030_060,SLT_060_100,SLT_100_200,pHc_000_005,pHc_005_015,pHc_015_030,pHc_030_060,pHc_060_100,pHc_100_200
QDASSD0001,14.0,10.75,3.5,1.5,1.0,1.0,6.25,7.5,10.5,15.25,12.0,24.0,32.4579,0.031162292,0.02915113,0.023898529,0.01885927,0.015867945,0.014933708,6.5999994,6.85,7.2749996,7.7,8.349999,0.014594744,0.014205564,0.01321982,0.012983844,0.013707862,0.013897291,4.25,4.5,7.75,6.75,8.5,5.4791117,5.5139866,5.64483,5.8516,6.1186337,6.368351
QDASSD0002,14.5,10.5,3.0,1.5,1.0,1.0,4.75,6.0,7.25,6.5,8.0,13.25,47.367508,0.031357534,0.029433507,0.025584757,0.020464256,0.017555831,0.016710574,6.45,6.75,7.2250004,7.7500005,7.825,0.014450102,0.014053865,0.0130564375,0.012703193,0.013320541,0.013457602,3.75,4.0,4.75,5.25,7.0,5.6729364,5.703789,5.8461795,6.1254,6.3819485,6.61925
QDASSD0003,14.75,11.0,3.5,2.0,1.25,1.0,5.0,5.75,7.0,7.0,7.75,15.75,48.245525,0.031784337,0.029701017,0.025188068,0.01999938,0.016784376,0.015859578,6.6250005,6.925,7.2749996,7.6499996,7.875,0.01534218,0.014902376,0.013837728,0.013498994,0.014178496,0.014354137,3.75,3.75,5.0,5.0,7.0,5.5850635,5.6163845,5.7614655,6.0349827,6.3040824,6.5516996
QDASSD0004,13.0,10.0,3.75,1.0,1.0,1.0,5.0,5.75,6.75,7.25,9.0,12.75,49.658707,0.032930877,0.030711038,0.025402866,0.019928988,0.017056175,0.01614452,6.525,6.7749996,7.1749997,7.4999995,8.025,0.015268533,0.014868116,0.013725099,0.013380893,0.013983108,0.014149459,3.75,3.75,4.75,5.75,6.25,5.4634347,5.5066085,5.642399,5.881379,6.1491985,6.3930182
QDASSD0005,15.75,11.75,4.0,1.0,1.0,1.0,4.75,5.5,6.75,6.75,9.0,14.5,47.477463,0.033835918,0.031537965,0.026026871,0.02044094,0.01732955,0.016349453,6.8500004,7.0,7.325,7.625,8.2,0.016671676,0.016235774,0.015010569,0.01476918,0.0155622335,0.015733922,3.75,3.75,4.75,6.0,7.25,5.4578857,5.499711,5.637342,5.8713903,6.145761,6.4001603
QDASSD0006,16.0,12.25,4.25,2.0,2.0,1.0,4.25,6.0,5.25,6.0,6.5,9.5,42.840637,0.030702956,0.028742883,0.024376977,0.019626157,0.016570766,0.01583457,6.1000004,6.45,6.7,6.75,7.25,0.014997312,0.014642993,0.013434897,0.013058413,0.013616555,0.01382244,3.0,4.0,5.0,4.75,5.5,5.4405403,5.472999,5.6112623,5.8396072,6.0856934,6.339147
QDASSD0007,14.75,11.25,4.25,2.0,1.25,1.0,4.75,5.75,6.25,6.0,6.75,11.75,47.40625,0.036044233,0.033476133,0.026688451,0.02098866,0.01753087,0.016518699,6.425,6.625,6.95,7.05,7.4,0.016519336,0.016132241,0.014865105,0.014374861,0.015076112,0.0153347105,3.75,3.75,4.5,5.25,6.25,5.3993545,5.4349294,5.5816894,5.8155885,6.0821333,6.345166
QDASSD0008,15.666666666666666,11.666666666666666,5.0,1.6666666666666667,1.6666666666666667,1.0,4.8333335,4.8333335,5.8333335,5.8333335,7.0,8.666667,48.85089,0.033635516,0.031275496,0.025244737,0.019746672,0.01638616,0.015443479,6.2999997,6.5499997,6.7999997,6.9166675,7.15,0.017062392,0.01665308,0.015377355,0.015001151,0.015942205,0.016188094,3.3333333,3.8333333,3.8333333,4.6666665,5.0,5.584928,5.6160645,5.760092,5.977653,6.2362037,6.485508
QDASSD0009,24.0,18.25,6.0,2.0,2.0,1.0,7.75,8.5,9.25,8.25,12.75,14.25,55.09743,0.038781583,0.03600745,0.028122064,0.021959778,0.01862618,0.017698977,6.425,6.825,7.2,7.3250003,7.4249997,0.019110642,0.018667024,0.01724089,0.016608566,0.017559322,0.017898956,5.75,6.25,6.0,9.25,7.0,5.5332556,5.5639243,5.714093,5.981629,6.2479324,6.491893
QDASSD0010,37.5,28.333333333333332,9.0,2.0,2.0,2.0,16.0,18.333334,20.333334,21.833334,17.333334,31.0,16.477896,0.04212405,0.03899171,0.029777715,0.02323167,0.020029185,0.01929702,6.816667,7.15,7.4500003,7.366667,7.7000003,0.0265372,0.02584508,0.023774305,0.022294095,0.023038454,0.02318728,8.666667,9.166667,10.0,9.0,11.0,5.7935395,5.842436,5.997814,6.2132792,6.4647536,6.7167397
QDASSD0011,13.0,10.0,4.0,2.0,2.0,1.0,6.5,8.0,10.75,13.0,14.0,22.0,21.698332,0.036181293,0.033674054,0.02847104,0.022298977,0.018882925,0.017770106,6.325,6.825,7.125,7.2,7.6,0.014917957,0.014587769,0.013409316,0.012999607,0.013589843,0.013753584,4.25,4.5,7.75,8.5,9.0,5.2984138,5.3342366,5.458873,5.653351,5.8981447,6.122184
QDASSD0012,22.75,17.25,5.25,2.0,2.0,1.0,14.75,16.75,17.25,19.25,20.0,26.5,16.352383,0.03391912,0.031583507,0.025943575,0.020350758,0.017057177,0.016113913,6.3,6.95,7.25,7.2749996,7.575,0.01658688,0.016183544,0.014888178,0.014507735,0.01497752,0.015113387,10.0,10.5,11.5,13.0,9.75,5.5693564,5.6119967,5.739834,5.9296575,6.1590714,6.368714
QDASSD0013,10.75,8.25,3.5,1.0,1.0,1.0,6.5,7.25,9.25,10.75,10.5,20.75,19.268112,0.03308365,0.03078848,0.024800936,0.019547945,0.016230794,0.015398059,5.6,6.3,6.55,6.6,7.325,0.016634712,0.016239958,0.014876621,0.014484012,0.0148444865,0.014909933,4.25,4.75,6.0,6.0,8.75,5.4451475,5.4824247,5.607536,5.822757,6.056802,6.2655816
QDASSD0014,10.5,8.25,4.5,1.0,1.0,1.0,8.5,11.25,18.5,19.5,19.25,28.75,15.085205,0.03379182,0.03135926,0.026636098,0.020671666,0.017552428,0.016584594,6.525,7.025,7.3250003,7.2749996,7.8500004,0.020670692,0.020245213,0.018671589,0.017994618,0.018444555,0.01866844,5.5,6.75,9.0,8.75,10.0,5.7757397,5.81602,5.958293,6.1431775,6.3567657,6.5571923
QDASSD0015,8.75,7.0,4.0,1.0,1.0,1.0,6.75,8.5,12.5,16.25,16.0,25.0,15.56061,0.029843995,0.027754398,0.023410145,0.018398544,0.0148378275,0.014073476,6.125,6.725,7.075,7.05,7.675,0.016103657,0.015745781,0.014495039,0.013973435,0.014344577,0.014502663,4.5,5.25,8.5,9.0,9.5,5.4169035,5.4510684,5.568235,5.745813,5.982202,6.1979556
SAABHC0001,21.25,18.5,8.25,6.25,6.0,5.5,10.0,12.0,19.0,23.5,27.5,30.5,4.9698505,0.046210993,0.0421011,0.03292055,0.025188036,0.02041369,0.018370386,7.625,8.05,8.349999,8.575001,8.175,0.025080323,0.02424951,0.023132714,0.021453083,0.02120396,0.01844098,7.25,8.0,14.75,14.25,11.0,6.949205,6.968624,7.1705794,7.3441653,7.526753,7.584064
SAABHC0002,19.0,16.75,7.5,5.0,5.0,5.0,13.25,16.75,22.75,23.25,23.0,29.75,15.500607,0.04881498,0.044166088,0.032998808,0.024797775,0.020707272,0.01850117,8.150001,8.4,8.525,8.7,8.35,0.022851551,0.02202887,0.02076192,0.018850315,0.018365849,0.015550098,9.0,11.25,14.0,13.0,10.0,6.995984,7.004883,7.1950436,7.371353,7.548514,7.5824037
SAABHC0003,20.0,17.5,9.75,7.25,7.0,7.75,11.0,13.0,16.25,19.75,23.0,23.25,0.98914003,0.072631955,0.06614415,0.046373963,0.035916287,0.027908234,0.025173072,7.6,7.5750003,7.7749996,8.0,7.975,0.038638562,0.03741079,0.03590893,0.03351631,0.032621205,0.02832119,9.0,9.75,11.75,13.75,9.25,6.4417076,6.427613,6.6051807,6.810357,7.004681,7.021743
SAABHC0004,18.833333333333332,16.833333333333332,7.666666666666667,4.666666666666667,5.0,3.8333333333333335,12.833333,16.5,21.5,22.833334,25.833334,33.666668,16.891212,0.05717881,0.05168577,0.03905956,0.029163942,0.023923144,0.021488687,7.733333,7.883333,8.083333,8.399999,8.3,0.022553824,0.021683373,0.020414818,0.018658297,0.018390493,0.015733812,9.166667,11.333333,14.0,14.666667,10.333333,6.6991544,6.6992493,6.879723,7.08161,7.2960854,7.3376527
SAABHC0005,19.333333333333332,17.0,8.166666666666666,5.166666666666667,5.333333333333333,5.166666666666667,16.666666,20.666666,27.5,29.5,32.333332,33.666668,26.058298,0.048985112,0.044222847,0.03451324,0.025898442,0.021065013,0.019030718,8.650001,8.650001,8.733333,8.850001,8.416667,0.026824778,0.025803225,0.024487019,0.022375917,0.021764955,0.018271474,10.833333,11.666667,13.333333,13.833333,11.0,7.1239734,7.125105,7.3005795,7.4226837,7.5941753,7.626442
SAABHC0006,20.75,18.0,8.5,5.75,6.0,5.75,16.5,18.25,24.0,25.75,27.0,33.25,41.08385,0.04512065,0.04116528,0.033055443,0.025358884,0.019856581,0.017828781,8.775,8.65,8.675,8.775,8.325001,0.027686164,0.026872793,0.025793195,0.024983058,0.025307273,0.02370187,11.75,12.25,14.5,15.0,10.75,7.121622,7.1342034,7.304463,7.4544144,7.6327195,7.6690807
SAAEYB0002,16.0,14.75,7.0,4.0,6.0,6.0,8.0,7.25,7.25,10.75,12.25,12.0,37.641014,0.07229176,0.061757803,0.04404265,0.03172667,0.022887036,0.018793978,7.8,7.7,7.8,7.9,8.1,0.01626809,0.015868716,0.01470306,0.012376931,0.0129091665,0.013026029,5.5,5.0,5.75,6.0,5.5,7.587716,7.6261187,7.7278357,8.097326,8.354616,8.4028225
SAAEYB0003,12.25,11.0,6.25,4.0,5.75,5.0,8.75,8.5,8.25,14.5,15.5,15.75,30.049435,0.09071038,0.07844428,0.054054342,0.038383823,0.02983078,0.024216538,7.55,7.5,7.525,7.7,8.125,0.022568855,0.022063663,0.020520803,0.018339979,0.016369354,0.015617795,6.5,5.5,6.5,6.5,6.25,7.628381,7.666976,7.7772226,8.043213,8.234892,8.301491
SAAEYB0004,13.5,11.75,7.0,4.75,6.25,5.75,8.0,8.0,8.75,11.25,13.25,12.25,27.583681,0.077462554,0.066343956,0.046892293,0.03310822,0.027164448,0.02215422,7.5750003,7.475,7.475,7.675,8.025,0.020528264,0.020136151,0.018744878,0.017653987,0.016365359,0.015770938,5.75,5.25,5.75,6.0,5.0,7.709297,7.749259,7.837383,8.005438,8.138945,8.221617
SAAEYB0005,12.75,11.5,6.75,4.25,6.0,6.0,8.5,8.25,8.75,11.75,13.25,13.5,32.39482,0.07942459,0.06835885,0.04788305,0.033832666,0.027370071,0.022337798,7.525,7.475,7.55,7.7249994,8.125,0.022857478,0.022402797,0.021159675,0.0189364,0.017151596,0.016285855,6.0,5.5,5.5,6.0,6.0,7.6089153,7.653779,7.761545,8.045352,8.250289,8.315545
SAAEYB0006,14.25,12.25,7.0,4.25,6.0,5.0,8.0,8.0,7.75,11.0,13.25,12.75,33.26918,0.07044211,0.06051668,0.04446515,0.032097585,0.027286712,0.02176313,7.55,7.475,7.475,7.675,8.0,0.018992117,0.018599514,0.017270487,0.015476756,0.014390501,0.013744535,6.0,5.25,6.0,6.0,5.75,7.6381927,7.6819773,7.800559,8.021608,8.192024,8.266025
SAAEYB0007,14.0,12.555555555555555,8.555555555555555,5.333333333333333,6.444444444444445,6.111111111111111,8.0,8.111111,9.222222,12.555555,14.444445,15.111111,6.1671133,0.08518199,0.074281804,0.051651303,0.037510112,0.029505994,0.024684474,7.6888885,7.6555557,7.6999993,7.7222223,7.9888883,0.021290751,0.020982318,0.01946295,0.017307835,0.016013803,0.015274908,6.0,5.6666665,6.0,6.2222223,5.888889,7.662096,7.697587,7.802982,8.037633,8.210316,8.286316
SAAEYB0008,15.75,13.75,7.0,4.0,7.0,6.0,7.5,7.75,8.0,11.0,14.0,14.0,45.201996,0.06452608,0.055534706,0.0450641,0.033155657,0.026927795,0.02178601,7.425,7.35,7.425,7.625,7.9,0.016425101,0.016102102,0.014954822,0.013108183,0.012052355,0.011521473,5.0,5.0,5.0,6.0,6.0,7.598646,7.644032,7.746386,8.067549,8.293681,8.355102
SAAEYB0009,15.0,13.0,9.0,5.5,6.25,6.0,7.75,8.0,8.25,12.5,13.5,14.0,9.166613,0.08376113,0.07260417,0.05117353,0.036792457,0.029744323,0.02492498,7.55,7.55,7.625,7.7249994,7.9249997,0.01979933,0.019577477,0.018281545,0.016212648,0.015313215,0.0148564605,5.25,5.0,5.25,5.5,5.25,7.6153674,7.6564317,7.7580137,8.065378,8.268695,8.329008
SAAEYB0010,8111.5,8109.666666666667,8104.5,8101.666666666667,8101.666666666667,8101.166666666667,7.4,7.8,7.6,11.2,11.6,11.4,17.972023,0.10929058,0.0968832,0.067383625,0.050671868,0.037189025,0.03142152,7.6800003,7.66,7.7,7.8,8.08,0.022407582,0.02220751,0.02056098,0.018575113,0.017648734,0.017036144,5.0,5.0,5.4,5.2,5.0,7.621621,7.660746,7.771604,8.04478,8.237872,8.304356
SAAEYB0011,14.0,12.666666666666666,7.0,4.166666666666667,6.0,6.0,8.333333,8.0,9.166667,12.333333,14.0,13.0,34.7322,0.08237048,0.070565864,0.050512623,0.03649604,0.029108485,0.023820551,7.566666,7.5333333,7.5499997,7.7000003,8.099999,0.020403866,0.02000506,0.018900087,0.017444385,0.015969077,0.015241515,6.0,5.3333335,6.0,6.1666665,5.6666665,7.70035,7.751032,7.8444867,8.009742,8.15039,8.231275
SAAEYB0012,15.25,13.75,8.0,5.0,7.25,6.0,8.0,8.0,9.25,13.25,15.0,14.75,20.101435,0.05663164,0.04896457,0.039284926,0.029271241,0.022862695,0.019258339,7.45,7.375,7.4249997,7.6,7.8,0.015504818,0.015227094,0.014769709,0.012705358,0.011657225,0.011252729,5.5,5.0,5.5,6.0,6.0,7.6577682,7.691138,7.8013206,8.019638,8.183835,8.263319
SAAEYB0013,14.0,12.333333333333334,7.0,4.333333333333333,6.0,5.0,7.8333335,8.0,8.333333,11.833333,14.333333,12.5,21.928076,0.08661336,0.07386452,0.052399993,0.037173178,0.029613227,0.023857357,7.433333,7.333334,7.3833337,7.5,7.966667,0.019791262,0.019368239,0.018281544,0.016378159,0.0150273405,0.014150813,5.1666665,5.0,5.8333335,6.0,5.0,7.6755385,7.7172,7.8202233,8.006993,8.152934,8.230575
SAAEYB0021,18.75,17.75,7.5,4.0,6.0,5.0,8.0,8.0,10.75,12.0,13.25,14.5,6.7331157,0.056287453,0.050431006,0.03302813,0.023613451,0.018869413,0.016348576,7.925,8.125,8.4,8.575001,8.725,0.012405315,0.012298833,0.011123377,0.0097200945,0.009710759,0.009520926,5.0,5.0,5.0,6.0,6.75,6.4603767,6.6105537,6.95443,7.2663493,7.487443,7.653857
SAAEYB0022,13.25,12.25,5.75,3.25,4.5,3.75,6.5,7.5,9.0,9.75,11.25,11.75,33.184616,0.05516284,0.049710207,0.03469737,0.024916027,0.01995859,0.016949259,8.0,8.15,8.424999,8.625,8.975,0.011415087,0.011383549,0.010334672,0.009346301,0.008993181,0.00864511,4.75,5.0,5.0,5.5,6.0,6.521309,6.6697087,7.0103984,7.364714,7.6368237,7.7840567
SAAEYB0023,16.25,14.75,7.0,3.5,6.0,5.0,7.75,7.25,8.75,11.0,12.75,15.0,29.770061,0.059082977,0.05325325,0.034659352,0.024788769,0.019025622,0.01617917,8.2,8.4,8.6,8.8,9.075001,0.012403186,0.012349376,0.011256073,0.009903663,0.009767852,0.009392969,5.0,5.0,5.75,6.0,7.0,7.2266273,7.363487,7.6423755,7.925965,8.100609,8.092073
SAAEYB0024,14.5,12.75,6.0,3.0,4.75,4.0,8.5,9.0,12.25,13.5,14.5,18.5,39.234104,0.059207756,0.054396454,0.037930056,0.02860509,0.022169994,0.019300584,8.275,8.4,8.625,8.8,9.2,0.015594255,0.015467449,0.014144033,0.012733403,0.012766626,0.012047939,5.25,5.0,6.0,6.75,7.0,7.6112595,7.735507,7.9403667,8.175908,8.340522,8.209121
SAAEYB0025,14.166666666666666,12.5,9.166666666666666,4.0,6.166666666666667,6.0,8.0,7.5,7.1666665,10.666667,12.333333,11.0,20.484442,0.06857409,0.059640046,0.042718753,0.030521551,0.025198923,0.021163411,7.816666,7.433333,7.383333,7.4500003,7.5000005,0.01339607,0.013198598,0.011875398,0.010628763,0.010152247,0.009900019,5.3333335,5.0,4.8333335,5.1666665,5.0,7.6423583,7.700136,7.7968106,7.960528,8.096253,8.189687
SAAEYB0026,16.25,14.25,9.25,4.25,6.5,5.75,8.5,8.25,7.25,12.5,15.0,12.0,18.573746,0.073068336,0.06331982,0.043274697,0.030869612,0.024494518,0.020086734,7.8250003,7.55,7.5,7.6,7.75,0.014236698,0.013988487,0.012670275,0.011235418,0.011231374,0.010889702,6.0,5.5,6.0,6.0,5.5,7.582571,7.644778,7.7582097,7.9256344,8.059661,8.157206
SAAEYB0027,15.0,13.5,9.333333333333334,4.5,7.166666666666667,6.0,6.5,6.0,7.0,9.0,14.0,10.0,21.862497,0.072338864,0.062703855,0.043795627,0.031079525,0.023150062,0.019080421,7.4166675,7.1166663,7.066667,7.216667,6.8333335,0.014087606,0.01385858,0.012735938,0.01166151,0.011302966,0.011063176,5.0,4.6666665,5.0,6.0,5.0,7.6267166,7.6626377,7.7768593,7.9408646,8.0861435,8.174723
SAAEYB0028,19.0,17.25,10.0,4.25,6.0,6.0,7.0,7.0,8.0,9.25,12.0,12.0,17.085365,0.08434525,0.07330665,0.0484278,0.034632117,0.021971773,0.018540984,7.45,7.0750003,7.05,7.1499996,6.7250004,0.013746196,0.0135941375,0.012673104,0.0114340065,0.010863528,0.010643141,4.0,4.0,4.0,5.0,5.0,6.7571173,6.863822,7.220484,7.436467,7.669368,7.9960003
SAAEYB0029,18.0,16.75,6.0,4.0,5.0,4.75,12.75,14.0,18.5,25.25,27.0,27.0,7.1901484,0.07101138,0.06477903,0.04368622,0.03302555,0.025623895,0.02247613,7.875,8.25,8.525,8.75,9.025,0.014129379,0.013862739,0.012833495,0.011873691,0.011921255,0.010915353,8.75,8.5,10.25,11.0,10.0,6.6433387,6.7392445,7.0130634,7.2374573,7.428319,7.5006843
SAAEYB0030,20.5,18.5,7.0,3.75,5.0,5.0,12.25,14.0,19.25,24.5,26.25,28.25,10.6448555,0.0701766,0.06445119,0.041981567,0.031553626,0.02282758,0.019683842,8.1,8.424999,8.625,8.8,9.2,0.019548733,0.019201156,0.017521987,0.015915068,0.01584936,0.014552847,8.25,8.5,10.0,10.25,10.0,6.9051776,6.9947343,7.237655,7.419043,7.567087,7.624626
SAAEYB0031,19.5,18.25,7.0,4.0,5.25,5.0,13.25,14.75,18.75,24.0,27.0,27.5,7.4171042,0.06833974,0.062476538,0.044379655,0.033718057,0.025094997,0.022066679,8.0,8.325001,8.575001,8.724999,9.2,0.01507768,0.0148025965,0.013740982,0.012583391,0.012910517,0.011766886,9.0,9.0,10.25,11.0,10.0,6.804426,6.892504,7.1332526,7.309722,7.469188,7.5430574
SAAEYB0032,19.333333333333332,17.333333333333332,6.666666666666667,3.3333333333333335,5.0,4.333333333333333,12.166667,13.833333,18.333334,24.0,25.833334,27.666666,10.363553,0.068783596,0.06306549,0.045275655,0.034381587,0.026927957,0.023511209,8.083333,8.383334,8.566667,8.733334,9.233334,0.014294159,0.014024909,0.012940112,0.011851672,0.012035583,0.011059258,8.0,8.166667,10.0,10.0,9.833333,6.7137055,6.8005404,7.0441227,7.2405562,7.4120164,7.490372
SAAEYB0033,18.25,17.0,6.5,4.25,5.0,5.0,13.0,14.25,19.5,25.0,26.75,27.75,4.8437514,0.068836726,0.06303273,0.043456547,0.03284707,0.025380924,0.022060353,7.875,8.175,8.4,8.6,9.15,0.017019425,0.016713116,0.015516695,0.014034227,0.014100925,0.0127826845,9.0,9.0,10.75,11.0,10.0,6.819417,6.9156685,7.1757755,7.4017897,7.5562677,7.6108046
SAAFLB0003,33.666666666666664,32.833333333333336,7.833333333333333,6.5,5.666666666666667,4.0,14.0,15.5,19.166666,28.0,40.5,31.0,0.98492986,0.17619868,0.1426613,0.089303255,0.06328177,0.039096247,0.032089133,6.333334,6.2666664,6.3333335,6.4499993,6.3999996,0.017799208,0.01685586,0.015977079,0.013543445,0.01327942,0.0123052485,13.166667,13.333333,12.0,12.166667,10.666667,5.2961097,5.2971416,5.4126735,5.6011815,5.80764,5.6305623
SAAFLB0004,16.666666666666668,15.666666666666666,6.166666666666667,3.8333333333333335,4.333333333333333,3.1666666666666665,10.5,10.0,9.0,25.166666,32.166668,24.333334,5.687697,0.1254914,0.10318186,0.07040706,0.04985405,0.0314261,0.02469551,6.7166667,6.6666665,6.733333,6.9666667,7.1,0.019084532,0.017791247,0.01534737,0.013495043,0.01339861,0.012475808,7.8333335,7.1666665,9.166667,10.0,8.166667,5.4696426,5.5031166,5.7834587,6.0503616,6.306746,6.6320553
SAAFLB0005,40.5,36.25,7.25,5.75,7.0,5.75,13.5,16.5,20.25,24.75,30.25,25.5,1.4439249,0.10526109,0.09634683,0.054926302,0.04369658,0.030623455,0.026460081,7.2249994,7.3,7.5750003,7.75,7.7249994,0.023937881,0.023153083,0.022043407,0.021772157,0.022719705,0.020503506,10.5,12.0,12.5,12.25,10.0,6.0885763,6.0943375,6.278901,6.4064574,6.584006,6.5980005
SAAFLB0006,56.833333333333336,51.833333333333336,16.666666666666668,9.5,9.833333333333334,8.0,11.0,11.833333,14.333333,20.333334,28.5,21.5,1.2335526,0.11760789,0.10136005,0.083370626,0.058673754,0.040431436,0.03283782,6.1499996,6.183334,6.5499997,6.9,7.133333,0.024690682,0.023651572,0.022252182,0.021548033,0.022052923,0.019962383,8.666667,9.0,9.666667,10.5,8.5,5.6337395,5.602979,5.6816754,5.843139,6.0834675,5.8655972
SAAFLB0007,16.75,13.5,6.25,4.25,4.0,3.25,22.25,25.5,33.0,40.75,41.5,35.0,15.975671,0.057065688,0.052534673,0.041786607,0.03229242,0.025070058,0.021978822,8.174999,8.375,8.525,8.45,8.174999,0.027929738,0.026727822,0.025382312,0.023336332,0.024672367,0.022880146,12.25,12.5,12.25,13.0,11.0,6.8182225,6.9079776,7.002046,7.220594,7.3777676,7.5032177
SAAFLB0008,18.666666666666668,15.5,7.0,4.833333333333333,4.166666666666667,3.0,17.166666,21.666666,29.666666,34.166668,33.5,30.166666,3.1950142,0.071107335,0.065415554,0.044183746,0.034186076,0.026439628,0.023377113,7.8333335,7.9666667,8.2,8.166667,7.8833337,0.02426753,0.023203373,0.021918533,0.02028102,0.020439347,0.017870774,10.833333,11.333333,12.166667,12.333333,10.5,6.1350904,6.20586,6.262263,6.4027677,6.5015807,6.6098003
SAAFLB0030,16.5,13.5,7.0,5.25,5.25,5.0,15.75,18.25,21.75,24.0,24.0,27.75,2.4708788,0.04011804,0.037068073,0.028957225,0.022775043,0.017465914,0.015768895,9.700001,9.0,9.0,8.7,7.9,0.024985872,0.023611125,0.02248396,0.021439055,0.02260208,0.021145541,11.25,11.75,12.75,14.0,10.0,6.1900353,6.208959,6.334896,6.4540553,6.651639,6.806712
SAAFLB0031,15.333333333333334,12.5,6.333333333333333,4.333333333333333,4.333333333333333,4.666666666666667,16.333334,18.666666,22.0,23.333334,23.0,28.833334,4.284021,0.03715263,0.034259196,0.02743923,0.02154854,0.017251357,0.015589781,9.766667,9.183333,9.066667,9.066667,7.9166665,0.02633855,0.0249661,0.023831954,0.022356577,0.023251913,0.021835675,11.5,12.333333,13.333333,14.333333,10.0,6.3247623,6.350067,6.4954658,6.597219,6.804589,6.9731374
SAAGAW0001,19.25,17.5,6.25,3.75,4.5,3.75,8.75,11.5,12.0,15.0,19.0,27.5,27.539656,0.068580106,0.06297254,0.04343801,0.03267397,0.024728978,0.021623367,8.025,8.55,8.875,9.0,8.8,0.025139358,0.024656558,0.023276782,0.021274487,0.021180907,0.018528763,7.0,7.0,8.0,10.0,10.0,7.0544705,7.1376257,7.338462,7.5567927,7.7334228,7.8055463
SAAGAW0002,20.5,19.25,7.0,4.0,5.0,4.0,11.25,13.75,16.5,16.5,20.0,27.25,7.8735647,0.05907847,0.054217316,0.039334655,0.029572338,0.020650238,0.018069921,8.1,8.674999,8.8,8.975,8.95,0.0274021,0.027061773,0.025703242,0.023249254,0.02271376,0.019339755,7.75,8.25,8.75,10.5,10.0,7.070628,7.159983,7.3688717,7.5857677,7.7650924,7.826461
SAAGAW0003,22.0,19.75,7.0,4.5,5.0,4.0,10.5,15.0,17.0,14.5,18.5,28.5,7.7973056,0.06288495,0.05767463,0.041369997,0.03099367,0.022818653,0.019948054,7.675,8.625,8.75,8.875,8.725,0.029408231,0.028862275,0.02712696,0.024297982,0.023962874,0.02038475,7.25,8.75,7.0,10.0,10.0,6.9391847,7.0248027,7.221611,7.433164,7.6197276,7.6873093
SAAGAW0004,8112.5,8110.0,8102.833333333333,8099.5,8101.0,8099.166666666667,7.2,8.0,9.6,11.6,15.0,15.0,30.935186,0.03673299,0.03413127,0.027089635,0.021323824,0.01805373,0.016197061,7.3,7.3799996,7.94,8.0,8.18,0.018044708,0.01760192,0.016619503,0.016190207,0.01680978,0.016066575,6.0,6.2,8.4,9.2,7.0,6.306065,6.3486743,6.5273304,6.746191,6.983307,7.1108284
SAAGAW0005,22.25,17.75,9.0,4.0,5.0,3.0,10.0,12.0,15.5,17.75,18.75,21.25,3.355674,0.042099938,0.039250847,0.02918839,0.023203548,0.018735187,0.016810842,6.75,7.1499996,7.475,7.95,7.675,0.015989602,0.0155954445,0.014734569,0.014485181,0.014806613,0.014264596,8.0,8.0,10.0,10.0,8.75,6.093307,6.116371,6.260518,6.476921,6.7157536,6.7928114
SAAGAW0006,16.0,12.75,6.0,3.5,4.25,4.0,7.75,8.5,11.25,12.25,15.25,16.0,42.808647,0.041639574,0.038677394,0.028633136,0.02231616,0.017699527,0.015771857,7.5750003,7.425,8.05,8.375,7.675,0.014096398,0.0138047915,0.013071945,0.0125064645,0.012961246,0.012284402,6.5,7.0,9.75,11.0,7.5,5.9522195,5.9829636,6.1919694,6.4315896,6.7167134,6.82243
SAAGAW0007,18.25,15.0,7.0,3.75,4.5,4.0,8.75,11.0,14.0,13.0,16.75,16.0,38.261333,0.04072254,0.03780958,0.028992835,0.022569831,0.018358666,0.01616102,8.224999,7.9750004,8.325,8.575001,7.925,0.017516395,0.017141953,0.016256364,0.015303828,0.015783843,0.015015893,7.0,8.0,10.0,12.0,8.0,6.019293,6.052891,6.2625737,6.4859104,6.781412,6.8934016
SAAGAW0008,22.5,17.833333333333332,7.5,3.0,4.5,3.5,9.5,9.5,13.833333,16.833334,16.0,27.0,23.245598,0.03931369,0.03646105,0.028502205,0.022283172,0.01860303,0.016472295,7.7499995,7.483333,7.7666664,7.9833336,7.7999997,0.01640035,0.016048105,0.015169002,0.014601938,0.015029556,0.014337423,7.6666665,7.6666665,11.166667,11.5,8.666667,6.171861,6.2106023,6.411733,6.699343,6.9661994,7.059092
SAAGVD0001,22.833333333333332,18.5,8.833333333333334,4.0,4.166666666666667,4.0,11.333333,11.333333,11.166667,12.666667,19.833334,19.666666,56.007553,0.040625226,0.03726606,0.029460112,0.022872983,0.0195683,0.017526949,8.616668,8.183333,8.216667,8.366668,7.816666,0.016240738,0.015673677,0.014362647,0.013716064,0.014169063,0.013639838,7.3333335,7.5,9.5,11.333333,8.0,5.6512146,5.7018566,5.872789,6.171024,6.41123,6.578787
