"","window","QDACYP0020.adjusted.R2","window","NSTSYB0006.adjusted.R2","window","NTAFIN0015.adjusted.R2","window","SATFLB0020.adjusted.R2","window","SATFLB0003.adjusted.R2","window","WAACAR0002.adjusted.R2","window","NSANAN0002.adjusted.R2","window","NSACOP0001.adjusted.R2","window","NSAMDD0011.adjusted.R2","window","QDACHC0003.adjusted.R2","window","NSAMUL0003.adjusted.R2","window","NTAGFU0034.adjusted.R2","window","WAAGAS0001.adjusted.R2","window","NSANSS0002.adjusted.R2","window","QDAMUL0003.adjusted.R2","window","NSABBS0001.adjusted.R2","window","QDAGUP0006.adjusted.R2","window","NSTSYB0003.adjusted.R2","window","WAAPIL0023.adjusted.R2","window","SATFLB0022.adjusted.R2","window","QDAMGD0025.adjusted.R2","window","NSANAN0001.adjusted.R2","window","NTAGFU0030.adjusted.R2","window","QDASEQ0004.adjusted.R2","window","QDAMUL0002.adjusted.R2","window","SAAFLB0008.adjusted.R2","window","TCATCH0004.adjusted.R2","window","NTAFIN0003.adjusted.R2","window","QDABBN0002.adjusted.R2","window","NSAMDD0020.adjusted.R2","window","WAACOO0024.adjusted.R2","window","SAAEYB0028.adjusted.R2","window","WAACOO0029.adjusted.R2","window","SAAKAN0009.adjusted.R2","window","SAASTP0023.adjusted.R2","window","SAASTP0034.adjusted.R2","window","SASMDD0009.adjusted.R2","window","WAACOO0016.adjusted.R2","window","WAACOO0026.adjusted.R2","window","SAAEYB0021.adjusted.R2","window","WAANUL0003.adjusted.R2","window","SAAEYB0001.adjusted.R2","window","NSTSYB0005.adjusted.R2","window","NTAFIN0018.adjusted.R2","window","WAAPIL0010.adjusted.R2","window","QDAGUP0021.adjusted.R2","window","QDABBS0010.adjusted.R2","window","QDACYP0018.adjusted.R2","window","SAAFLB0005.adjusted.R2","window","WAACOO0007.adjusted.R2","window","SAASTP0033.adjusted.R2","window","SATFLB0023.adjusted.R2","window","WAAGES0001.adjusted.R2","window","NSABHC0011.adjusted.R2","window","NSAMDD0028.adjusted.R2","window","SASMDD0014.adjusted.R2","window","WAALSD0002.adjusted.R2","window","WAACAR0004.adjusted.R2","window","SAAGAW0008.adjusted.R2","window","WAACOO0027.adjusted.R2","window","WAANOK0006.adjusted.R2","window","NTTDMR0003.adjusted.R2","window","NTASTU0004.adjusted.R2","window","TCATNM0003.adjusted.R2","window","QDASSD0015.adjusted.R2","window","QDACYP0006.adjusted.R2","window","QDAGUP0009.adjusted.R2","window","SAAFLB0003.adjusted.R2","window","WAAPIL0031.adjusted.R2","window","QDAMGD0023.adjusted.R2","window","TCATNM0001.adjusted.R2","window","NTADAC0001.adjusted.R2","window","SASMDD0005.adjusted.R2","window","WAAAVW0006.adjusted.R2","window","NSAMDD0001.adjusted.R2","window","NTAFIN0006.adjusted.R2","window","SAAEYB0029.adjusted.R2","window","NTAGFU0020.adjusted.R2","window","WAAPIL0024.adjusted.R2","window","SATFLB0019.adjusted.R2","window","QDABBS0002.adjusted.R2","window","QDAGUP0019.adjusted.R2","window","QDAEIU0005.adjusted.R2","window","QDACYP0022.adjusted.R2","window","VCAAUA0012.adjusted.R2","window","QDAMGD0002.adjusted.R2","window","QDAMGD0024.adjusted.R2","window","NTAGFU0014.adjusted.R2","window","NTADMR0001.adjusted.R2","window","WAACOO0030.adjusted.R2"
"26",126,0.100616000390669,126,0.00569977292638058,126,0.196671945284881,126,0.165427478013702,126,0.0366305291964186,126,0.332353202464681,126,0.102645048441644,126,0.162225898924844,126,0.00708652908392648,126,0.50060984998397,126,0.30676755263723,126,0.469492703098003,126,0.125488609765329,126,0.123786253909915,126,0.346151003454297,126,0.304262849557832,126,0.457998506568984,126,0.00167369032120879,126,0.300992652707012,126,0.158380495750894,126,0.268824440017059,126,0.0305050195020835,126,0.657365710279418,126,0.149216589589732,126,0.242882215577497,126,0.155485405667474,126,0.00233503771402244,126,0.0981969952831857,126,0.456458161351496,126,0.25940701199638,126,0.0697035226189885,126,0.000929067279727747,126,0.0448946135810242,126,-0.00105718630166063,126,0.2615333626586,126,0.281926345019531,126,0.127378297470011,126,0.179936774090167,126,0.0382055930590079,126,0.0354929266611238,126,0.17890937208301,126,0.5503813579844,126,0.00134344719334167,126,0.372782194456623,126,0.354923613034904,126,0.486326961965677,126,0.153252398014469,126,0.0850534051425128,126,0.171234356123788,126,0.0094465958853287,126,0.23947416810861,126,0.299727528913574,126,0.22296560340311,126,0.486475092586136,126,0.356375732696397,126,0.0861993025892129,126,0.140089591644407,126,0.447226199569611,126,0.184998209820032,126,0.0652111648230853,126,0.403390046165842,126,0.599261656703294,126,0.577769837187551,126,0.102533629016198,126,0.367461241548162,126,0.62517150340874,126,0.529068538196311,126,0.216950783549184,126,0.314799921612821,126,0.352374674620038,126,0.00572919836640129,126,0.310046078496079,126,0.189643714797891,126,0.476912674050977,126,0.207621176625022,126,0.329706723480258,126,0.104307848231237,126,0.482745498995189,126,0.517158944487917,126,0.292452980817607,126,0.397150747324949,126,0.0532303770832374,126,0.407642070297672,126,0.430126876935442,126,0.0155980949704455,126,0.453531945891834,126,0.250427477534853,126,0.537167656322841,126,0.374649393804347,126,0.339433056538884
"27",131,0.10875419071592,131,0.00608189894816191,131,0.207317155940438,131,0.17012407741415,131,0.0338956175067525,131,0.331895254182734,131,0.108923876600303,131,0.163700246466203,131,0.00782611996413296,131,0.499956207285742,131,0.31443287023371,131,0.467174587374337,131,0.129663535346454,131,0.126933948424347,131,0.357843044483737,131,0.302398397992433,131,0.469865119986143,131,0.00471314784758026,131,0.310913191879672,131,0.159775939743893,131,0.26291906099596,131,0.0309163920698515,131,0.652337456444298,131,0.149595789624513,131,0.252924495663865,131,0.157453751116903,131,0.002394488821436,131,0.10596670194364,131,0.46138656564066,131,0.251572726630265,131,0.0761346597208535,131,0.00173643792521261,131,0.0489642747100686,131,-0.00166007826271564,131,0.256047637841968,131,0.303146385172263,131,0.121221141245409,131,0.182064884969905,131,0.0428358244781364,131,0.0342049961149836,131,0.190479261110917,131,0.525198154540832,131,0.000592075405184578,131,0.382933621267117,131,0.372430048903192,131,0.473680734243846,131,0.142501040065007,131,0.0853890494790684,131,0.169877900439994,131,0.00736792743047798,131,0.241963122847986,131,0.310832285143869,131,0.220275001546544,131,0.488308054723616,131,0.354145523526404,131,0.0809661010297221,131,0.147031604138358,131,0.448230399962446,131,0.187464879875511,131,0.0711881690708713,131,0.390044632839205,131,0.590768060976652,131,0.554263322265355,131,0.106734074734797,131,0.371337467009182,131,0.623249292079141,131,0.512093629686738,131,0.208711248523937,131,0.325989756631339,131,0.36461416666032,131,0.00570235493442639,131,0.294279902899191,131,0.177876232282544,131,0.470892597148661,131,0.204955175765171,131,0.332391890508881,131,0.101551649408412,131,0.487689572770869,131,0.520149215587186,131,0.304270871678492,131,0.388226845560966,131,0.0517424364382527,131,0.410431215640834,131,0.443914084563565,131,0.0118619706680576,131,0.446736740704314,131,0.251449217171289,131,0.524890670960394,131,0.388530185044269,131,0.3373746389096
"28",136,0.117969654876485,136,0.00455608834441368,136,0.211100271392391,136,0.176758212729261,136,0.0315604092666725,136,0.328492764472557,136,0.112678645163316,136,0.161057997517672,136,0.00846309188895389,136,0.504041725724249,136,0.325963981240806,136,0.458760279529587,136,0.124490892793568,136,0.132977345453192,136,0.370968225867804,136,0.300692815802413,136,0.480588514017137,136,0.00520121380495475,136,0.312590766473032,136,0.167071303340068,136,0.259008190431814,136,0.0305993224792468,136,0.640447354903589,136,0.153672686127165,136,0.262281821262963,136,0.152275437109131,136,0.00173203869166716,136,0.112920009412084,136,0.458614036865957,136,0.250938250170225,136,0.082372926829819,136,0.00155447431624289,136,0.0529460090798729,136,-0.00209407567086761,136,0.262425773196259,136,0.304820590904099,136,0.117039645073632,136,0.181977944013853,136,0.0480167542742777,136,0.0292510839361467,136,0.19599714125653,136,0.50776790864495,136,0.000680835278181191,136,0.385397891799,136,0.368751964595309,136,0.462405189414102,136,0.129390469214703,136,0.0839248673075513,136,0.166903650528778,136,0.00999598423232895,136,0.239185063430412,136,0.320239213459408,136,0.217232676973605,136,0.491718197974743,136,0.350670114368467,136,0.0802134184637348,136,0.150609292449264,136,0.446979410383258,136,0.193970789777863,136,0.0793813802644965,136,0.374996636234774,136,0.580782995633168,136,0.52498175746913,136,0.0964250866039716,136,0.36574229750633,136,0.621289657979507,136,0.495524519139026,136,0.20094702484894,136,0.336995561063963,136,0.372442851358124,136,0.00576226141093128,136,0.274768907200633,136,0.174541147649887,136,0.456104048543789,136,0.20381814144196,136,0.327127132111716,136,0.102806200401289,136,0.492388674812273,136,0.515209126546375,136,0.321928965279471,136,0.376431180479245,136,0.0503917895135715,136,0.413324747806472,136,0.464185932155185,136,0.0124618429000279,136,0.448567254885299,136,0.245622450645418,136,0.509962412683298,136,0.406941314997253,136,0.370085186569518
"29",141,0.125997966615044,141,0.00445817089103773,141,0.216270620840598,141,0.182929834002568,141,0.0313532847353375,141,0.324507217932999,141,0.117090682637282,141,0.166692709511992,141,0.00874060033222113,141,0.502894982277709,141,0.334761981323831,141,0.450166357396498,141,0.123195589183764,141,0.129805355196044,141,0.386001843679362,141,0.306236351878688,141,0.492129246702208,141,0.00585625114402533,141,0.319041747108654,141,0.173280612102198,141,0.254492128422928,141,0.0321981083471963,141,0.62903348299501,141,0.160049998368586,141,0.275401814203766,141,0.148823142520738,141,0.000709372162257527,141,0.115520841221831,141,0.454882899631263,141,0.258832160188934,141,0.0890582728287996,141,0.00187749824778349,141,0.0577014238905778,141,-0.00239250953195991,141,0.256445830338705,141,0.313198001729276,141,0.115583385292143,141,0.185802618177077,141,0.0516885992685407,141,0.0289602671650517,141,0.20420036140819,141,0.484973084670467,141,0.00112414447760079,141,0.386091960708575,141,0.375257400384965,141,0.447034985463797,141,0.118148176403167,141,0.0849541176822477,141,0.16726932906122,141,0.0107061243318621,141,0.245091220317106,141,0.33398593074853,141,0.209220836469289,141,0.4945307096389,141,0.349970701175444,141,0.0791859836816177,141,0.157899640983825,141,0.447085186727946,141,0.19953691360166,141,0.0890575862940405,141,0.360381289398803,141,0.572624469820027,141,0.496974340803399,141,0.102555392754554,141,0.361922231418071,141,0.613969106264171,141,0.474341536152004,141,0.192684966402107,141,0.34688408327837,141,0.38084612756481,141,0.00735248479047246,141,0.256149306061897,141,0.171644974628659,141,0.456057161730391,141,0.194479686304747,141,0.312982691969723,141,0.102207204161645,141,0.494187333633893,141,0.5131427012257,141,0.330497502925672,141,0.356515719340479,141,0.0466322878740909,141,0.415897486666928,141,0.480251940729218,141,0.0122063748710112,141,0.444885907226915,141,0.240897634815201,141,0.49867564579382,141,0.421420803898332,141,0.374758710679147
"30",146,0.132063190626931,146,0.00508286698614469,146,0.224383181987692,146,0.191287914867086,146,0.0276205414894747,146,0.321356842439333,146,0.120246712663184,146,0.168627588140791,146,0.00922276366540231,146,0.502912774521965,146,0.345158669657481,146,0.438198287510405,146,0.126447842296542,146,0.126238361175546,146,0.395771398231609,146,0.306204262121426,146,0.501516872735621,146,0.00649757979631971,146,0.328764630900134,146,0.182834013588468,146,0.251100730017502,146,0.0319446318236687,146,0.61414508436077,146,0.163111138978705,146,0.283060107597313,146,0.139238782898048,146,0.00052911519705523,146,0.119495385134769,146,0.451501033531846,146,0.254253758313888,146,0.0921185646163584,146,0.0020336995688629,146,0.0604273543220619,146,-0.00262016130541243,146,0.265372102001306,146,0.321163021143149,146,0.105241747100089,146,0.191174534223651,146,0.0554376593844605,146,0.0251771195860544,146,0.207913592259917,146,0.454532323360353,146,0.00153969752545213,146,0.39500510303911,146,0.384748721810237,146,0.432376206010317,146,0.115840755726677,146,0.0847948669746439,146,0.163031991952753,146,0.0102327870993691,146,0.24853875746186,146,0.344031541600973,146,0.203768052034263,146,0.495082801665907,146,0.342439180903291,146,0.0707297963418937,146,0.16405003130865,146,0.444187814300485,146,0.199638429664257,146,0.0977226346994889,146,0.343918412227628,146,0.560896605855985,146,0.467271363027908,146,0.105167431222904,146,0.363577121119093,146,0.600650381769968,146,0.457289791628937,146,0.185857559548551,146,0.359730231374773,146,0.395212654324845,146,0.00895995777601788,146,0.238324491204791,146,0.157409074588103,146,0.446713992343513,146,0.192372109149528,146,0.306180047834541,146,0.0981866295964861,146,0.49264573881306,146,0.514838000148854,146,0.344223626846353,146,0.339655985360449,146,0.0427792610912097,146,0.415298588414851,146,0.494387908920468,146,0.0118052499401405,146,0.439612397171029,146,0.242498888331923,146,0.483057976310992,146,0.433751160970925,146,0.381037640228403
"31",151,0.141835961536603,151,0.00480548246271006,151,0.229948159970476,151,0.191422013027043,151,0.0263358993213909,151,0.313053471608035,151,0.121780183285887,151,0.175376069815207,151,0.0118544166653205,151,0.505994785987343,151,0.353748832680192,151,0.428664183642892,151,0.123407256514064,151,0.126508413034799,151,0.410670827499348,151,0.305168083982069,151,0.506438743113918,151,0.00652184427384828,151,0.33473012857669,151,0.186223826861077,151,0.246873812715385,151,0.0325119923212698,151,0.594276056652992,151,0.164778392291125,151,0.298467390305014,151,0.131221099154844,151,0.000179035511215675,151,0.124173498484305,151,0.44779459672046,151,0.254613262419297,151,0.094999620348714,151,0.00320907686257521,151,0.0628351523506344,151,-0.00283403463483167,151,0.274475941568368,151,0.328237575710887,151,0.108769319802594,151,0.195265817120236,151,0.0597220990226371,151,0.021659534434307,151,0.208805318498479,151,0.430053738561105,151,0.00213131138451872,151,0.403983387689308,151,0.391022355819882,151,0.417403241897553,151,0.104539305643846,151,0.0837329831074274,151,0.155973093196479,151,0.00982513217256353,151,0.248014862947631,151,0.349533102686163,151,0.202595537795935,151,0.494092719491287,151,0.342528094273015,151,0.0732946355324914,151,0.168488762303009,151,0.436442379232778,151,0.204563165219199,151,0.100993142493287,151,0.325923542564549,151,0.549769185514908,151,0.439698535449724,151,0.106813849224741,151,0.362135453954884,151,0.586111728837664,151,0.440348416483278,151,0.174086209369193,151,0.365509109426824,151,0.404574216495133,151,0.00874114580148677,151,0.222145236912369,151,0.161647988951139,151,0.433191459334396,151,0.186902503629604,151,0.298491743385504,151,0.0990505384558342,151,0.496750056413117,151,0.511678257224876,151,0.351151330329086,151,0.326606838263442,151,0.0398440061322146,151,0.410956409548855,151,0.504048379025329,151,0.0116996481382909,151,0.441226790105802,151,0.240420325589107,151,0.466424965114191,151,0.450647654652341,151,0.394141476937705
"32",156,0.145973652640914,156,0.00534630497377264,156,0.239877900689847,156,0.196751433030139,156,0.0254081668187431,156,0.307125079054011,156,0.12185006627242,156,0.176640661925276,156,0.0130810497131468,156,0.501614929184737,156,0.355883811441265,156,0.417637534798109,156,0.120029545164456,156,0.121932390255056,156,0.427742843122379,156,0.310271701825626,156,0.510565779135708,156,0.00775623274328108,156,0.343547501762317,156,0.190817468559634,156,0.245251294413876,156,0.0325485104385231,156,0.57770035612396,156,0.174233285959539,156,0.314379254308939,156,0.128154672177815,156,-0.000330047872738382,156,0.128515165203792,156,0.445506473661594,156,0.255206723288862,156,0.0982507010246905,156,0.00453810007666355,156,0.0637738466067634,156,-0.00285154644860031,156,0.274929346648425,156,0.346024868643411,156,0.101634446055673,156,0.20058133161963,156,0.0623037458900051,156,0.0199586533618205,156,0.215186237422982,156,0.400365298127112,156,0.00267401920991761,156,0.408725471372522,156,0.393962655853513,156,0.398134587102398,156,0.0973570148149064,156,0.0839787506022823,156,0.152695383811569,156,0.00887988808661833,156,0.278613259161002,156,0.361263412871224,156,0.195022380576049,156,0.496891639971343,156,0.33749500526141,156,0.0684315207892132,156,0.172634165891032,156,0.429575578841139,156,0.197344398524368,156,0.110293688488473,156,0.308216769359307,156,0.537149474757835,156,0.405770668666898,156,0.106046031998646,156,0.362278230355606,156,0.573002714225799,156,0.421226207626632,156,0.161877321015134,156,0.375439820176359,156,0.414350678322326,156,0.0101309912148453,156,0.19985694754349,156,0.151317525298736,156,0.424685033707104,156,0.179985304639194,156,0.284619183442667,156,0.0946228135189044,156,0.495841023192613,156,0.503632241613128,156,0.362953683625309,156,0.304084269847946,156,0.0364293861436999,156,0.406052700396855,156,0.50567496387338,156,0.0119254982646659,156,0.436039804392047,156,0.238201871220789,156,0.453460627585736,156,0.46310043361286,156,0.400708772047539
"33",161,0.148245643011914,161,0.00349030238449732,161,0.24406885108052,161,0.212452930270696,161,0.0252787789212653,161,0.303837185196452,161,0.124087702939279,161,0.176817746854962,161,0.0122538015398541,161,0.501583765191858,161,0.361321928940967,161,0.408994874260303,161,0.12202919067911,161,0.122594505652505,161,0.437503944494977,161,0.308469266631962,161,0.518356960544272,161,0.00754397768885329,161,0.350979128700436,161,0.199935569308749,161,0.242417127771198,161,0.0319605068349101,161,0.562037952644218,161,0.181607020896169,161,0.323647692185074,161,0.12375348573136,161,-0.000325501134406991,161,0.131848088024518,161,0.440833974949418,161,0.251983803082745,161,0.106100365479352,161,0.00491998714927633,161,0.0669941526971577,161,-0.00294954407325143,161,0.276580097840699,161,0.349090652279319,161,0.0982366120777632,161,0.20511156097152,161,0.065227524713218,161,0.0180014262471253,161,0.22001117905148,161,0.375571150466662,161,0.00247171946821745,161,0.418646385917494,161,0.40586499512475,161,0.38165336026466,161,0.0920993045144969,161,0.0816969949614179,161,0.14307442958462,161,0.00798838228339072,161,0.280762161617676,161,0.374220360688889,161,0.18952467994471,161,0.49745303875894,161,0.334578660259511,161,0.0646676731704486,161,0.177496170376955,161,0.422769993607845,161,0.20121113953788,161,0.115865431901134,161,0.290461431685646,161,0.525099313006953,161,0.376029768306789,161,0.100182833898821,161,0.364834980903056,161,0.56094305130544,161,0.40095077870256,161,0.157094839321152,161,0.385082879272273,161,0.422629234103774,161,0.00970011110483793,161,0.184344367919889,161,0.147634823269561,161,0.412592171839617,161,0.183549612082419,161,0.274037679357114,161,0.0930322761568678,161,0.494186190871295,161,0.502126825789845,161,0.376898614566249,161,0.284006063722267,161,0.0356594308712905,161,0.399899798980792,161,0.504511862711335,161,0.0130192879834227,161,0.428522461858375,161,0.236073998981619,161,0.438411543179401,161,0.481629021442401,161,0.394261342375298
"34",166,0.151391905175658,166,0.00363238274840605,166,0.249267946350044,166,0.219892658829717,166,0.0261603580093097,166,0.300413317167001,166,0.1290778436999,166,0.177656420900881,166,0.0140733585886631,166,0.492980664898005,166,0.367580580682879,166,0.39960574247382,166,0.121702344607491,166,0.128239687738321,166,0.447612005982568,166,0.312079398973805,166,0.523109975079411,166,0.00686300211540503,166,0.356351369774606,166,0.208517107967081,166,0.239395576331244,166,0.0332233455563598,166,0.544531742493438,166,0.184157991231457,166,0.332066974135159,166,0.116436662683084,166,-0.000852224129739731,166,0.135661585844528,166,0.439060239407542,166,0.246127625878738,166,0.1073584088318,166,0.00623201967240494,166,0.0670385173787124,166,-0.00294769966374653,166,0.282836190309638,166,0.359035018995436,166,0.0979072891677852,166,0.206075770440554,166,0.0639648971117904,166,0.0151609027997419,166,0.226886438248849,166,0.349467128815919,166,0.00216125224313535,166,0.428407139740036,166,0.41981056981226,166,0.363055513124853,166,0.0821431600592063,166,0.0812397486536689,166,0.13101698900581,166,0.00844509200698551,166,0.281414067903298,166,0.385781828689219,166,0.184783121105948,166,0.495929114692713,166,0.329604156654159,166,0.0658144232918139,166,0.180722076410154,166,0.415229688982752,166,0.204082244778244,166,0.115847820989905,166,0.271747410469174,166,0.514053423766926,166,0.345707951344269,166,0.103675636838119,166,0.36042001794477,166,0.543533600221975,166,0.383493695358874,166,0.144863466526737,166,0.39108440978713,166,0.43049232085334,166,0.00988425888590494,166,0.167765888494457,166,0.145983644834506,166,0.402706232171873,166,0.176519746542546,166,0.264259977806242,166,0.0952688362403272,166,0.495155637282837,166,0.494970596038621,166,0.389842566561983,166,0.271253494196472,166,0.0340183787161481,166,0.397161272186248,166,0.502957006386436,166,0.0130309859666329,166,0.427040515697102,166,0.233460788365283,166,0.42357205677997,166,0.494447572532709,166,0.414983941676512
"35",171,0.153131836488938,171,0.00297897693155735,171,0.259269466644464,171,0.222485289359767,171,0.0246145696665593,171,0.294560645270434,171,0.133656578209278,171,0.17927750751976,171,0.0147698000322438,171,0.486925016468854,171,0.369892813919379,171,0.386238591416374,171,0.118047932503755,171,0.133093418072166,171,0.460687437615545,171,0.316220377029722,171,0.53074735929233,171,0.0064154711732366,171,0.363382741605132,171,0.211117968622646,171,0.236321995561312,171,0.0345614720353293,171,0.524015551769331,171,0.186061244888775,171,0.343222782270643,171,0.114369995088495,171,-0.00114794200447355,171,0.138163656319337,171,0.431674151354577,171,0.251961146995319,171,0.110064106063238,171,0.00720397648833171,171,0.067964229525537,171,-0.00298652036955382,171,0.285344880239655,171,0.374446320139138,171,0.0935629474681486,171,0.210132885734158,171,0.0649473513234308,171,0.0136991298816692,171,0.231384031501993,171,0.330457913728711,171,0.0025150519893169,171,0.428326480282052,171,0.425042677188415,171,0.343886836784612,171,0.0812585800771555,171,0.0801549501401382,171,0.123062746342646,171,0.00734117553692726,171,0.308244841258938,171,0.398172149174372,171,0.176855066474737,171,0.494236075734278,171,0.328378956694209,171,0.0652506826289542,171,0.186488202730462,171,0.407352539523333,171,0.225641880411424,171,0.119512072540289,171,0.25313129506742,171,0.499268415223582,171,0.316352758205245,171,0.103341747417954,171,0.356534937061193,171,0.528235231371804,171,0.364841298756623,171,0.135393611470767,171,0.400316735555361,171,0.436892922892396,171,0.0125764921217453,171,0.148368454462699,171,0.141032436574191,171,0.393144276290812,171,0.170583007853831,171,0.255993802460379,171,0.0976960893600249,171,0.492766094661511,171,0.489157674671954,171,0.39761718883602,171,0.25849238879209,171,0.0315795854606543,171,0.39126650909765,171,0.49874616722514,171,0.0126816777029697,171,0.422759460372276,171,0.232246369228547,171,0.408374844031741,171,0.513823778843582,171,0.413901816173997
"36",176,0.157960741007199,176,0.00281338995048808,176,0.267729857138419,176,0.226272977364724,176,0.0234851204484933,176,0.285181611471696,176,0.135486450892914,176,0.182325705483357,176,0.0155647915577143,176,0.485470141540151,176,0.378982456369396,176,0.377281603047139,176,0.118121359400239,176,0.138569683762851,176,0.466191546158905,176,0.314917397120693,176,0.532583431870451,176,0.00744714070982277,176,0.367279416902295,176,0.219286109542836,176,0.235040926254582,176,0.0356033239690842,176,0.504946388559885,176,0.189396009302004,176,0.346926151817273,176,0.108151393300263,176,-0.00123759526518974,176,0.141187020351797,176,0.4282067674378,176,0.254649295545925,176,0.11456398158807,176,0.00741375809768008,176,0.0713563934135139,176,-0.0029724965544804,176,0.283603422259246,176,0.374720056299695,176,0.0907380746089603,176,0.214385055508579,176,0.0647204364349969,176,0.0149322894001447,176,0.236168093871699,176,0.304726077724031,176,0.00332233609284316,176,0.432741046916044,176,0.431980922730875,176,0.323993273541386,176,0.0748834769875402,176,0.076150855200073,176,0.114631632068484,176,0.00694416414701382,176,0.310523283479583,176,0.406661502281676,176,0.167938529176755,176,0.495148471656033,176,0.325861356262778,176,0.0642202040601572,176,0.189203800331318,176,0.400390893206731,176,0.230112136146937,176,0.119936822286884,176,0.23325098519192,176,0.485844555042291,176,0.285882999073031,176,0.0968115593059311,176,0.35052292470683,176,0.509574401949688,176,0.347191728173213,176,0.128615680157569,176,0.406360415020957,176,0.441344473362921,176,0.0134580676950663,176,0.131697485283172,176,0.134001533178563,176,0.379618184702408,176,0.172781628349865,176,0.244446459689976,176,0.0993009430126283,176,0.488488586937055,176,0.479544439343837,176,0.416527745035502,176,0.246257866589843,176,0.0296418795110007,176,0.382645494255596,176,0.49423618508834,176,0.012064282634708,176,0.41797624681548,176,0.226364664019403,176,0.393029775903304,176,0.529792376075553,176,0.41524284205848
"37",181,0.162949526185199,181,0.00376131751779241,181,0.275605160048119,181,0.22908491247069,181,0.0213701212846668,181,0.278996605069104,181,0.135659489858655,181,0.17985966913912,181,0.0175742138893825,181,0.479567109093659,181,0.388206373526995,181,0.367265021293969,181,0.117995855085193,181,0.137909963727494,181,0.475935482089513,181,0.315157533767654,181,0.534866597340542,181,0.00799450964891257,181,0.375929548106712,181,0.226398245907611,181,0.22920878175566,181,0.0373566673975512,181,0.480569864936198,181,0.187068083917477,181,0.349391413626868,181,0.102863669399345,181,-0.00117307132562505,181,0.146603371195103,181,0.430775724041328,181,0.252330261115983,181,0.116326931525262,181,0.00899968929112305,181,0.0698546864327831,181,-0.0029111247968383,181,0.284356530287267,181,0.372627536580478,181,0.0875693160233778,181,0.207967786015016,181,0.0627737619827027,181,0.0117967035364066,181,0.242566781622651,181,0.282777515275999,181,0.00245915162346655,181,0.443220487842616,181,0.447092625593897,181,0.302845443591795,181,0.0705988588564105,181,0.0714864631334944,181,0.105263160628597,181,0.00705522950195825,181,0.305405071730593,181,0.40498170198483,181,0.15969300987552,181,0.500391510503684,181,0.324775260225621,181,0.0633685683434989,181,0.191583885900637,181,0.38855131048509,181,0.227303853195294,181,0.121104848817025,181,0.214537783739938,181,0.473284054559979,181,0.257564385538197,181,0.0918499752181889,181,0.343278955043587,181,0.487329202492929,181,0.329878463969359,181,0.120309729418626,181,0.415074808536639,181,0.443900225944257,181,0.0130278676657377,181,0.115379937493916,181,0.130408917360539,181,0.363672126941705,181,0.167695459603835,181,0.232180827209525,181,0.100795164114007,181,0.486541459902205,181,0.471949956868583,181,0.426975037185978,181,0.231992172367669,181,0.026714302309131,181,0.374852773233218,181,0.490847800156945,181,0.0128867428788161,181,0.41152358399562,181,0.222310032759402,181,0.377857619329297,181,0.540256002410266,181,0.421770128391098
"38",186,0.169416207120975,186,0.00313536597526576,186,0.282715149592547,186,0.231512684206756,186,0.0199625428762307,186,0.274399887531899,186,0.140697283812972,186,0.180865052205832,186,0.0196246632557379,186,0.473029920235967,186,0.389967966677843,186,0.351484647737083,186,0.112674409956719,186,0.138272244421587,186,0.486165765701519,186,0.308133662102497,186,0.532069458766464,186,0.00843983990224251,186,0.380465433106107,186,0.230468758665972,186,0.225555581431148,186,0.0388011481700046,186,0.456223932098087,186,0.189239035512923,186,0.357181674318083,186,0.0995563749042483,186,-0.00115350068560383,186,0.146196975094994,186,0.429411401597646,186,0.248663601686537,186,0.118105851520432,186,0.00931869207097258,186,0.0724099428017995,186,-0.00292397345130424,186,0.279862434237163,186,0.369862699940344,186,0.0872986936771639,186,0.210215512368251,186,0.0658212490327361,186,0.00987670572835786,186,0.249194309574143,186,0.261272727274647,186,0.00352800923808849,186,0.441871108231913,186,0.453847984316389,186,0.281880645147173,186,0.06410242362371,186,0.0694938873644807,186,0.101509007027115,186,0.00660122666626406,186,0.304702767553283,186,0.410248444184123,186,0.152265282967744,186,0.500973831867008,186,0.31686932068717,186,0.0646224535895967,186,0.194830368556099,186,0.381347445745035,186,0.225753618213578,186,0.126408930010192,186,0.196961698936055,186,0.461910765571072,186,0.230200243105041,186,0.0921097089257944,186,0.336795262982862,186,0.466500470423974,186,0.311616401419499,186,0.110643969844884,186,0.424855620050567,186,0.449633430129034,186,0.0150534003370034,186,0.0987259560059706,186,0.127096818698266,186,0.349251263000105,186,0.163463937666914,186,0.222736492629122,186,0.102634465628042,186,0.480753674425388,186,0.468248309367642,186,0.436520670733005,186,0.21476360398202,186,0.0247793995077021,186,0.36494384664596,186,0.481566260837082,186,0.0104006496532812,186,0.404898380324118,186,0.219968910722678,186,0.358996821407735,186,0.558043383861528,186,0.424804162517025
